Sound	*Index	Redirect	Channel	FileName	IsLocal	IsMusic	IsAmbientScene	IsAmbientEvent	IsUI	Volume Min	Volume Max	Pitch Min	Pitch Max	Group Size	Group Weight	Loop	Fade In	Fade Out	Defer Inst	Stop Inst	Duration	Compound	Falloff	LFEMix	3dSpread	Priority	Stream	Is2D	Tracking	Solo	Music Vol	Block 1	Block 2	Block 3	HDOptOut	Delay	4737
event_basement_4	80		sfx/ambient/event-3d_sd	ambient\event\wind4.wav	0	0	0	1	0	255	255	100	100	0	0	0	0	0	0	0	0	0	2	0	1	20	0	0	1	0	0	-1	-1	-1	0	0	
event_basement_5	81		sfx/ambient/event-3d_sd	ambient\event\wind5.wav	0	0	0	1	0	255	255	100	100	0	0	0	0	0	0	0	0	0	2	0	1	20	0	0	1	0	0	-1	-1	-1	0	0	
event_catacombs_1	82	event_catacombs_hd_5	sfx/ambient/event-3d_sd	ambient\event\scream1.wav	0	0	0	1	0	180	180	100	100	5	0	0	0	0	0	0	0	0	2	0	1	20	0	0	1	0	0	-1	-1	-1	0	0	
event_catacombs_2	83		sfx/ambient/event-3d_sd	ambient\event\scream2.wav	0	0	0	1	0	200	200	100	100	0	0	0	0	0	0	0	0	0	2	0	1	20	0	0	1	0	0	-1	-1	-1	0	0	
event_catacombs_3	84		sfx/ambient/event-3d_sd	ambient\event\scream3.wav	0	0	0	1	0	180	180	100	100	0	0	0	0	0	0	0	0	0	2	0	1	20	0	0	1	0	0	-1	-1	-1	0	0	
event_catacombs_4	85		sfx/ambient/event-3d_sd	ambient\event\scream4.wav	0	0	0	1	0	180	180	100	100	0	0	0	0	0	0	0	0	0	2	0	1	20	0	0	1	0	0	-1	-1	-1	0	0	
event_catacombs_5	86		sfx/ambient/event-3d_sd	ambient\event\scream5.wav	0	0	0	1	0	200	200	100	100	0	0	0	0	0	0	0	0	0	2	0	1	20	0	0	1	0	0	-1	-1	-1	0	0	
event_cave_1	87	event_cave_hd_8	sfx/ambient/event-3d_sd	ambient\event\drip1.wav	0	0	0	1	0	180	180	100	100	8	0	0	0	0	0	0	0	0	2	0	1	20	0	0	1	0	0	-1	-1	-1	0	0	
event_cave_2	88		sfx/ambient/event-3d_sd	ambient\event\drip2.wav	0	0	0	1	0	180	180	100	100	0	0	0	0	0	0	0	0	0	2	0	1	20	0	0	1	0	0	-1	-1	-1	0	0	
event_cave_3	89		sfx/ambient/event-3d_sd	ambient\event\drip3.wav	0	0	0	1	0	180	180	100	100	0	0	0	0	0	0	0	0	0	2	0	1	20	0	0	1	0	0	-1	-1	-1	0	0	
event_cave_4	90		sfx/ambient/event-3d_sd	ambient\event\drip4.wav	0	0	0	1	0	180	180	100	100	0	0	0	0	0	0	0	0	0	2	0	1	20	0	0	1	0	0	-1	-1	-1	0	0	
event_cave_5	91		sfx/ambient/event-3d_sd	ambient\event\drip5.wav	0	0	0	1	0	180	180	100	100	0	0	0	0	0	0	0	0	0	2	0	1	20	0	0	1	0	0	-1	-1	-1	0	0	
event_cave_6	92		sfx/ambient/event-3d_sd	ambient\event\drip6.wav	0	0	0	1	0	180	180	100	100	0	0	0	0	0	0	0	0	0	2	0	1	20	0	0	1	0	0	-1	-1	-1	0	0	
event_cave_7	93		sfx/ambient/event-3d_sd	ambient\event\drip7.wav	0	0	0	1	0	180	180	100	100	0	0	0	0	0	0	0	0	0	2	0	1	20	0	0	1	0	0	-1	-1	-1	0	0	
event_cave_8	94		sfx/ambient/event-3d_sd	ambient\event\drip8.wav	0	0	0	1	0	180	180	100	100	0	0	0	0	0	0	0	0	0	2	0	1	20	0	0	1	0	0	-1	-1	-1	0	0	
event_crypt_1	95	event_crypt_hd_1	sfx/ambient/event-3d_sd	ambient\event\thump6.wav	0	0	0	1	0	180	180	100	100	5	0	0	0	0	0	0	0	0	2	0	1	20	0	0	1	0	0	-1	-1	-1	0	0	
event_crypt_2	96		sfx/ambient/event-3d_sd	ambient\event\thump2.wav	0	0	0	1	0	180	180	100	100	0	0	0	0	0	0	0	0	0	2	0	1	20	0	0	1	0	0	-1	-1	-1	0	0	
event_crypt_3	97		sfx/ambient/event-3d_sd	ambient\event\thump3.wav	0	0	0	1	0	180	180	100	100	0	0	0	0	0	0	0	0	0	2	0	1	20	0	0	1	0	0	-1	-1	-1	0	0	
event_crypt_4	98		sfx/ambient/event-3d_sd	ambient\event\thump4.wav	0	0	0	1	0	180	180	100	100	0	0	0	0	0	0	0	0	0	2	0	1	20	0	0	1	0	0	-1	-1	-1	0	0	
event_crypt_5	99		sfx/ambient/event-3d_sd	ambient\event\thump5.wav	0	0	0	1	0	180	180	100	100	0	0	0	0	0	0	0	0	0	2	0	1	20	0	0	1	0	0	-1	-1	-1	0	0	
event_desert_day_1	100	event_desert_day_hd_5	sfx/ambient/event-3d_sd	ambient\event\desertinsect6.wav	0	0	0	1	0	32	32	100	100	5	0	0	0	0	0	0	0	0	2	0	1	20	0	0	1	0	0	-1	-1	-1	0	0	
event_desert_day_2	101		sfx/ambient/event-3d_sd	ambient\event\desertinsect5.wav	0	0	0	1	0	32	32	100	100	0	0	0	0	0	0	0	0	0	2	0	1	20	0	0	1	0	0	-1	-1	-1	0	0	
event_desert_day_3	102		sfx/ambient/event-3d_sd	ambient\event\desertinsect7.wav	0	0	0	1	0	120	120	100	100	0	0	0	0	0	0	0	0	0	2	0	1	20	0	0	1	0	0	-1	-1	-1	0	0	
event_desert_day_4	103		sfx/ambient/event-3d_sd	ambient\event\desertinsect3.wav	0	0	0	1	0	120	120	100	100	0	0	0	0	0	0	0	0	0	2	0	1	20	0	0	1	0	0	-1	-1	-1	0	0	
event_desert_day_5	104		sfx/ambient/event-3d_sd	ambient\event\desertinsect2.wav	0	0	0	1	0	32	32	100	100	0	0	0	0	0	0	0	0	0	2	0	1	20	0	0	1	0	0	-1	-1	-1	0	0	
event_desert_night_1	105	event_desert_night_hd_5	sfx/ambient/event-3d_sd	ambient\event\desertbirdie1.wav	0	0	0	1	0	120	120	100	100	5	0	0	0	0	0	0	0	0	2	0	1	20	0	0	1	0	0	-1	-1	-1	0	0	
event_desert_night_2	106		sfx/ambient/event-3d_sd	ambient\event\desertinsect1.wav	0	0	0	1	0	120	120	100	100	0	0	0	0	0	0	0	0	0	2	0	1	20	0	0	1	0	0	-1	-1	-1	0	0	
event_desert_night_3	107		sfx/ambient/event-3d_sd	ambient\event\desertinsect4.wav	0	0	0	1	0	59	57	100	100	0	0	0	0	0	0	0	0	0	2	0	1	20	0	0	1	0	0	-1	-1	-1	0	0	
event_desert_night_4	108		sfx/ambient/event-3d_sd	ambient\event\desertinsect3.wav	0	0	0	1	0	120	120	100	100	0	0	0	0	0	0	0	0	0	2	0	1	20	0	0	1	0	0	-1	-1	-1	0	0	
event_desert_night_5	109		sfx/ambient/event-3d_sd	ambient\event\desertinsect7.wav	0	0	0	1	0	120	120	100	100	0	0	0	0	0	0	0	0	0	2	0	1	20	0	0	1	0	0	-1	-1	-1	0	0	
event_harem_1	110	event_harem_hd_7	sfx/ambient/event-3d_sd	ambient\event\thump6.wav	0	0	0	1	0	180	180	100	100	8	0	0	0	0	0	0	0	0	2	0	1	20	0	0	1	0	0	-1	-1	-1	0	0	
event_harem_2	111		sfx/ambient/event-3d_sd	ambient\event\thump2.wav	0	0	0	1	0	180	180	100	100	0	0	0	0	0	0	0	0	0	2	0	1	20	0	0	1	0	0	-1	-1	-1	0	0	
event_harem_3	112		sfx/ambient/event-3d_sd	ambient\event\thump3.wav	0	0	0	1	0	180	180	100	100	0	0	0	0	0	0	0	0	0	2	0	1	20	0	0	1	0	0	-1	-1	-1	0	0	
event_harem_4	113		sfx/ambient/event-3d_sd	ambient\event\thump4.wav	0	0	0	1	0	180	180	100	100	0	0	0	0	0	0	0	0	0	2	0	1	20	0	0	1	0	0	-1	-1	-1	0	0	
event_harem_5	114		sfx/ambient/event-3d_sd	ambient\event\thump5.wav	0	0	0	1	0	180	180	100	100	0	0	0	0	0	0	0	0	0	2	0	1	20	0	0	1	0	0	-1	-1	-1	0	0	
event_harem_6	115		sfx/ambient/event-3d_sd	ambient\event\thump1.wav	0	0	0	1	0	180	180	100	100	0	0	0	0	0	0	0	0	0	2	0	1	20	0	0	1	0	0	-1	-1	-1	0	0	
event_harem_7	116		sfx/ambient/event-3d_sd	ambient\event\scream7.wav	0	0	0	1	0	200	200	100	100	0	0	0	0	0	0	0	0	0	2	0	1	20	0	0	1	0	0	-1	-1	-1	0	0	
event_harem_8	117		sfx/ambient/event-3d_sd	ambient\event\scream4.wav	0	0	0	1	0	200	200	100	100	0	0	0	0	0	0	0	0	0	2	0	1	20	0	0	1	0	0	-1	-1	-1	0	0	
